No.	名前	読み	Name	セット	コスト	コスト(int)	ポーション	借金	分類	種類	勝利点	+card	+action	+buy	+coin	+VPtoken	能力	Ability	説明
135	農村	のうそん	Farming Village	収穫祭	4	4	0	0	王国	Action	0	0	2	0	0	0	【能力】+2アクション。あなたの山札からアクションまたは財宝カード1枚が公開されるまで、カードを公開する。公開したアクションまたは財宝カードをあなたの手札に加え、他の公開したカードは捨て札に置く。※「坑道」の訳注に基づき、「破壊工作員」「ゴーレム」「収穫」「狩猟団」「道化師」「農村」のカードテキストにある「捨て札に置く」は「捨て札にする」と読み替える。これらのカードテキストの能力で「坑道」が捨て札にされたとき、リアクションの能力を使用できる。	【Ability】+2 ActionsReveal cards from the top of your deck until you reveal an Action or Treasure card. Put that card into your hand and discard the other cards.	【説明】アクションまたは財宝カード1枚が公開されるまで、自分の山札の上からカードを公開する。アクションまたは財宝カードが公開される前に山札がなくなった場合、自分の捨て札をシャッフルして（この時に公開したカードは混ぜない）新たな山札を作り、カードの公開を続ける。それでも1枚も公開されなかった場合、公開したすべてのカードを捨て札に置く。財宝またはアクションカード1枚を公開した場合、そのカードを自分の手札に加え、残りの公開したカードを捨て札に置く。財宝かアクションを含む複数のカードの種類があるカード（例：「王冠」財宝−褒賞）は、財宝またはアクションカードと見なし、手札に加えることになる。財宝かアクションのどちらかを自分で選択することはできない。どちらかの種類のカードが公開されたら、その時点でカードの公開は止めなければならない。（メモ）
136	馬上槍試合	ばじょうやりじあい	Tournament	収穫祭	4	4	0	0	王国	Action	0	0	1	0	0	0	【能力】+1アクション。すべてのプレイヤーは、自分の手札から属州1枚を公開してもよい。あなたがそうした場合、そのカードを捨て札にし、褒賞カード1枚（褒賞の山札から）または公領1枚を獲得し、それをあなたの山札の一番上に置く。他のプレイヤーが誰も公開しなかった場合、+1カードを引く。+1コイン。	【Ability】+1 ActionEach player may reveal a Province from his hand.If you do， discard it and gain a Prize (from the Prize pile) or a Duchy， putting it on top of your deck.If no-one else does， +1 Card， +1 Coin.	【説明】最初にあなたは+1アクションを得る。次に各プレイヤー（あなたも含む）は自分の手札から「属州」カード1枚を公開することができる。次に、あなたが「属州」を公開した場合、その「属州」を捨て札にして、自分で選んだ褒賞カード1枚か「公領」1枚を獲得し、そのカードを自分の山札の一番上に置く。あなたの山札が1枚もない場合は、そのカードが唯一のあなたの山札のカードになる。褒賞カードは5枚あり、ゲームの準備のときに用意しておく。褒賞の山札からは褒賞カード1枚しか取ることができない。残っているどの褒賞カードでも取ることができる（順番に取る必要はない）。褒賞カードが残っているかどうかに関わらず、代わりに「公領」1枚を取ることもできる。サプライに「公領」が1枚も残っていなくても「公領」を取ることを選択でき、褒賞が1枚も残っていなくても褒賞を取ることを選択できる。この場合は、何も獲得しない。あなたがカードを獲得した（または獲得しなかった）後、他に「属州」を公開したプレイヤーが1人もいなかった場合、あなたはカード1枚を引き、+1コインを得る。このカードは状況により、以下の4つの結果になる：1）あなたが「属州」カード1枚を公開せず、他のプレイヤーも全員「属州」カードを公開しなかった場合、あなたは+1アクションと+1カードを引くと+1コインを得る。2）あなたが「属州」カード1枚を公開し、他のプレイヤー全員が「属州」カードを公開しなかった場合、あなたは「公領」1枚または褒賞カード1枚を獲得し、そのカードを引き、+1アクションと+1コインを得る。3）あなたが「属州」カード1枚を公開し、他のプレイヤーの誰かが「属州」カードを公開した場合、あなたは+1アクションを得て、「公領」1枚または褒賞カード1枚を獲得し、そのカード1枚を自分の山札の一番上に置く。4）あなたが「属州」カード1枚を公開せず、他のプレイヤーの誰かが「属州」カードを公開した場合、あなたは+1アクションのみを得る。あなたが褒賞1枚を獲得するときは、残っている好きな褒賞1枚を選ぶことができる。残りの褒賞カードは、いつでも見て確認することができる。（メモ）
137	品評会	ひんぴょうかい	Fairgrounds	収穫祭	6	6	0	0	王国	Victory	0	0	0	0	0	0	【能力】あなたの山札にある異なるカード名のカード5枚（端数切り捨て）につき勝利点2を得る。	【Ability】Worth 2 VP for every 5 differently named cards in your deck (rounded down).	【説明】ゲームの終了時、このカードは自分の山札にある異なるカード名のカード5枚（端数切り捨て）につき2勝利点の価値がある。したがって、異なるカードが0〜4種類の場合は1枚につき0勝利点、5〜9種類の場合は2勝利点、10〜14枚の場合は4勝利点、15〜19枚の場合は6勝利点ということになる。通常のゲームでは異なるカード名は最大17種類しかないが、「魔女娘」で用意したカードや、「馬上槍試合」の褒賞などにより種類が増えることもある。ゲームで使用する「品評会」の枚数は、2人でゲームをする場合は8枚、3人以上の場合は12枚である。（メモ）
138	豊穣の角笛	ほうじょうのつのぶえ	Horn of Plenty	収穫祭	5	5	0	0	王国	Treasure	0	0	0	0	0	0	【能力】0コインこのカードを使うとき、あなたの場に出ている異なるカード名のカードを数え（このカードも含む）、コストが最大でその数分のカード1枚を獲得する。それが勝利点カードの場合、このカードを廃棄する。	【Ability】Worth 0 CoinsWhen you play this， gain a card costing up to 1 Coin per differently named card you have in play， counting this.If it’s a Victory card， trash this.	【説明】これは価値0コインの財宝カードである。このカードは他の財宝カードと同様に自分の購入フェイズに使用する。このカードは使用するコインを生み出さない。しかし、このカードを使用したとき、自分の場に出ている異なる名前のカード1種類につき1コインのコスト以下のカード1枚を獲得する。この時に、このカード自身や他の場に出ている財宝カードや、使用したアクションカードや、自分の前のターンに使った持続カードも数える。この時、実際に場に出ているカードだけを数え、場に出ていないカードは数えない。例えば、「祝宴」をこのターンに使った場合、その「祝宴」は廃棄されるため「豊穣の角笛」では数えない。あなたが獲得するカードは、サプライから獲得し、自分の捨て札に置かなければならない。勝利点カードを獲得する場合、この「豊穣の角笛」は廃棄する。獲得するカードが、勝利点を含む複数の種類を持つカード（例：「貴族」など）の場合、そのカードは勝利点と見なす。「豊穣の角笛」は自分の購入フェイズに必ずしも使用する必要はなく、財宝カードは使用する順番を選ぶことができる。このカードが場に出ているときに、他の方法で勝利点カードを獲得した場合（購入した場合など）は、「豊穣の角笛」を廃棄しない。（メモ）
139	魔女娘	まじょむすめ	Young Witch	収穫祭	4	4	0	0	王国	Action-Attack	0	2	0	0	0	0	【能力】+2カードを引く。カード2枚を捨て札にする。他のプレイヤーは全員、災いカードを公開してもよい。公開しなかった他のプレイヤーは、呪いカード1枚を獲得する。準備：コスト2コインまたは3コインのカードによる追加の王国カードの山札をサプライに追加で置く。この山札のカードが災いカードである。	【Ability】+2 CardsDiscard 2 cards. Each other player may reveal a Bane card from his hand.If he doesn’t， he gains a Curse. Setup: Add an extra Kingdom card pile costing 2 Coins or 3 Coins to the Supply.Cards from that pile are Bane cards.	【説明】このカードをゲームで使用する場合、「災い」カードの山札をサプライに追加する。この追加の山札は、他の王国カードと同様に扱う。「災い」カードの山札は購入可能で、「豊穣の角笛」のようなカードで獲得可能で、ゲームの終了条件にカウントされる。あなたが「魔女娘」を使うとき、あなたはカード2枚を引き、2枚を捨て札にし、他のプレイヤーは全員、自分の手札から「災い」カードを公開することができる。公開しない場合は、「呪い」カード1枚を獲得する。「呪い」カードの残り枚数が足りない場合は、ターンの進行順に解決する。プレイヤーは「魔女娘」のアタックに対応して、「馬商人」や「堀」のようなリアクションカードを使用できる。この場合、「災い」カードを公開する前にリアクションカードを使用する。「秘密の部屋」が「災い」カードの場合、先にリアクションの能力で「秘密の部屋」を手札から公開して解決し、その後に「呪い」カードの獲得を避けるために「災い」カードとして手札から公開できる。（メモ）
140	王冠	おうかん	Diadem	収穫祭	0*	0	0	0	褒賞	Treasure-Prize	0	0	0	0	2	0	【能力】2コインこのカードを使うとき、あなたが使用しなかったアクション1回につき+1コイン。（アクションカードの枚数ではなく、アクションの機会の回数のことを指す。）（このカードはサプライに置かない。）。	【Ability】Worth 2 CoinsWhen you play this， +1 Coin per unused Action you have (Action， not Action card).(This is not in the Supply.)	【説明】このカードは、銀貨と同様の2コインの財宝である。このカードは他の財宝と同様に、購入フェイズに使用する。このカードを使用するとき、自分が使用していないアクションの回数1つにつき+1コインを得る。このアクションの意味は、アクションカードの枚数ではないことに注意。例えば、「農村」（+2アクションの能力）を使用し、その後に「王冠」を使った場合、「王冠」は追加で+2コイン、合計4コインを得ることになる。自分のターンに一度もアクションを実行しなかった場合、使用していないアクションが1回あるため、「王冠」で3コインを得る。このカードは褒賞である。（メモ）
141	王女	おうじょ	Princess	収穫祭	0*	0	0	0	褒賞	Action-Prize	0	0	0	1	0	0	【能力】+1カードを購入。このカードが場に出ているかぎり、カードのコストは2コイン少なくなる。ただし0コイン未満にはならない。（このカードはサプライに置かない。）。	【Ability】+1 Buy While this is in play， cards cost 2 Coins less， but not less than 0 Coins. (This is not in the Supply.)	【説明】このカードが場に出ている間、すべてのカードのコストが少なくなる（最小は0コイン）。このカードがプレイエリアを離れると、元のコストに戻る。この効果はサプライ、手札、山札のどの場所にあるカードにも及ぶ。例えば、あなたが「王女」を使い、次に「再建」を使って「銅貨」を廃棄した場合、「銅貨」のコストは0コインで「銀貨」のコストが1コインになるため、「銀貨」1枚を獲得できる。「玉座の間」の効果で「王女」を使っても、「王女」は場に1枚しか出ていないため、コストが4コイン少なくなることはない。このカードは褒賞である。（メモ）
142	金貨袋	きんかぶくろ	Bag of Gold	収穫祭	0*	0	0	0	褒賞	Action-Prize	0	0	1	0	0	0	【能力】+1アクション。金貨1枚を獲得し、自分の山札の一番上に置く。（このカードはサプライに置かない。）。	【Ability】+1 ActionGain a Gold， putting it on top of your deck.(This is not in the Supply.)	【説明】獲得する金貨はサプライの山札から獲得し、自分の山札の一番上に置く。自分の山札にカードが1枚もない場合、獲得した金貨が唯一の自分の山札となる。サプライに金貨が1枚もない場合、なにも獲得できない。このカードは褒賞である。（メモ）
143	名馬	めいば	Trusty Steed	収穫祭	0*	0	0	0	褒賞	Action-Prize	0	0	0	0	0	0	【能力】以下のうち2つを選ぶ：「+2カードを引く」：「+2アクション」：「+2コイン。」：「銀貨4枚を獲得し、あなたの山札を捨て札に置く。」（必ず異なるものを選択しなければならない。）（このカードはサプライに置かない。）。	【Ability】Choose two: +2 Cards; or +2 Actions; or +2 Coins; or gain 4 Silvers and put your deck into your discard pile.(The choices must be different.)(This is not in the Supply.)	【説明】最初に4つの選択肢の中から2つを選択し、次に選択した2つの効果を記載されている順番に解決する。「+2カードを引く」と「銀貨4枚を獲得し、あなたの山札を捨て札に置く」の2つを選択した場合、「銀貨」を獲得して山札を捨て札に置く前に、カードを引く。最後の選択肢は、「銀貨」の獲得と、自分の山札を捨て札に置くの両方の効果がある。「銀貨」はサプライから獲得する。サプライの残りが4枚未満の場合、残りすべての「銀貨」を獲得する。自分の山札を捨て札に置く際に、山札の表面全てを見て確認することはできない。このカードは褒賞である。（メモ）
144	郎党	ろうとう	Followers	収穫祭	0*	0	0	0	褒賞	Action-Attack-Prize	0	2	0	0	0	0	【能力】+2カードを引く。屋敷1枚を獲得する。他のプレイヤーは全員、呪いカード1枚を獲得し、自分の手札が3枚になるように捨て札をする。（このカードはサプライに置かない。）。	【Ability】+2 CardsGain an Estate. Each other player gains a Curse and discards down to 3 cards in hand.(This is not in the Supply.)	【説明】能力はカードに記載されている順番に解決する。まずカード2枚を引き、次にサプライから「屋敷」1枚を獲得して自分の捨て札に置き、次に他のプレイヤー全員がサプライから「呪い」1枚を獲得して各自の捨て札に置き、その後に他のプレイヤーは全員手札が3枚になるように捨て札をする。すでに手札が3枚以下のプレイヤーは、捨て札をしない。サプライに「屋敷」が1枚も残っていない場合、自分は何も獲得しない。サプライの「呪い」の枚数が足りない場合、ターンの進行順に残りを獲得していく。このカードは褒賞である。（メモ）
145	オアシス	おあしす	Oasis	異郷	3	3	0	0	王国	Action	0	1	1	0	1	0	【能力】+1カードを引く。+1アクション。+1コイン。カード1枚を捨て札にする。	【Ability】+1 Card+1 Action+1 CoinDiscard a card.	【説明】捨て札をする前にカードを引く。そのため、この能力で引いたばかりのカードを捨て札にできる。あなたがカードを引くことが不可能な場合（デッキにも捨て札にもカードが無い場合）でも、可能であればカード1枚を捨て札にする。（メモ）
146	街道	かいどう	Highway	異郷	5	5	0	0	王国	Action	0	1	1	0	0	0	【能力】+1カードを引く。+1アクション。このカードが場に出ているかぎり、カードのコストは1コイン少なくなる（ただし0コイン未満にはならない）。	【Ability】+1 Card+1 Action While this is in play， cards cost 1 Coin less， but not less than 0 Coins.	【説明】このカードが場に出ているかぎり、すべてのカードのコストは少なくなる（0コイン未満にはならない）。このカードが場を離れたら、カードのコストは元に戻る。この効果は、サプライのカード、手札のカード、デッキのカードに適用される。例えば、あなたが「街道」を使用し、次に「開発」を使用して「銅貨」1枚を廃棄した場合、「銅貨」のコストは0コインのままで、「屋敷」のコストは1コインになるため、「屋敷」1枚を獲得できる。1枚のカード複数回使用できる能力（「玉座の間」など）を「街道」に使用した場合でも、場に出ている「街道」は1枚のため、少なくなるカードのコストは1コインのままである。あなたの場に「街道」が3枚出ている場合は、効果は累積するため、すべてのカードのコストは3コイン少なくなる（0コイン未満にはならない）。（メモ）
147	開発	かいはつ	Develop	異郷	3	3	0	0	王国	Action	0	0	0	0	0	0	【能力】あなたの手札1枚を廃棄する。そのカードよりコストがちょうど1コイン多いカード1枚と、ちょうど1コイン少ないカード1枚を獲得し、好きな順番であなたのデッキの上に置く。	【Ability】Trash a card from your hand.Gain a card costing exactly 1 Coin more than it and a card costing exactly 1 Coin less than it， in either order， putting them on top of your deck.	【説明】あなたが手札のカードを持っていれば、最初に手札のカード1枚を廃棄する。使用した「開発」はその時点では手札に無いため、その「開発」を廃棄することはできない（手札に残っている別の「開発」を廃棄することはできる）。カード1枚を廃棄した場合、廃棄したカードよりもコストがちょうど1コイン多いカード1枚と、ちょうど1コイン少ないカード1枚の、合計2枚を獲得する。2枚のカードはサプライから、好きな順番で獲得する。コストがちょうど1コイン多い（1コイン少ない）カードのどちらかがサプライに1枚もない場合でも、もう一方のコストのカードを獲得する。獲得したカードは捨て札ではなく自分のデッキの上に置く。「開発」の能力でコスト0コインの「銅貨」1枚を廃棄した場合、コスト▲1コインのカードの獲得を試みて失敗となる（そして、コスト1コインのカードの獲得も試みる）。（メモ）
148	画策	かくさく	Scheme	異郷	3	3	0	0	王国	Action	0	1	1	0	0	0	【能力】+1カードを引く。+1アクション。このターンのクリーンアップフェイズの開始時に、あなたは場に出ているアクションカード1枚を選んでもよい。このターンあなたがそのカードをプレイエリアから捨て札に置く場合、そのカードをあなたのデッキの一番上に置く。	【Ability】+1 Card+1 ActionAt the start of Clean-up this turn， you may choose an Action card you have in play. If you discard it from play this turn， put it on your deck.	【説明】このカードを使用するとき、あなたはカード1枚を引き、+1アクションを得て、このカードのクリーンアップフェイズの開始時に発生する効果に備える。クリーンアップフェイズに場に出ているアクションカードを選ぶことは強制ではない。このターン選択したカードを場から捨て札に置く場合、そのカードを自分のデッキの一番上に置く。この効果は、あなたが次のターンに備えて新たにカードを引く前に発生する。あなたが選択するアクションカードは、「画策」自身でも、その他のあなたの場に出ているアクションカードでも（「画策」より前に使用した物でも後に使用した物でも）よい。クリーンアップフェイズ中にそのアクションカードを捨て札に置かない場合（例えば、このターンに使用した海辺の持続カードなど）は、デッキの一番上には置かない。（メモ）
149	官吏	かんり	Mandarin	異郷	5	5	0	0	王国	Action	0	0	0	0	3	0	【能力】+3コイン。あなたの手札のカード1枚をあなたのデッキの一番上に置く。あなたはこのカードを獲得するとき、あなたの場に出ているすべての財宝カードをあなたのデッキの上に好きな順番で置く。	【Ability】+3 coinsPut a card from your hand on top of your deck. When you gain this， put all Treasures you have in play on top of your deck in any order.	【説明】このカードを使用するとき、あなたは+3コインを得て、手札のカード1枚をデッキの一番上に置く。手札のカードが0枚の場合、デッキの上にカードを置かない。デッキにカードが1枚もない場合、手札から置いたカードが唯一のデッキのカードとなる。このカードを獲得するとき、自分の場に出ているすべての財宝カードを、好きな順番で自分のデッキの上に置く。この順番は他のプレイヤーに見せる必要はない。場に出ているすべての財宝カードをデッキの上に置かなければならず、一部を場に残すことはできない。場に出ている財宝カードだけをデッキの上に置くことができ、使用していない手札の財宝はデッキの上に置くことができない。財宝カードが場からデッキの上に移動しても、使用可能なコイン数は変わらない。例えば、あなたが+1カード購入を得ていて、「金貨」4枚を使った後に「官吏」を購入した場合、「金貨」4枚をデッキの上に置き、まだその後でも使用可能な7コインが残る。財宝カードをデッキの上に置く能力は「官吏」を購入したときでも、その他の方法で獲得したときでも発生する。しかし、通常は購入フェイズにしか、場に財宝カードは出ていない。（メモ）
150	義賊	ぎぞく	Noble Brigand	異郷	4	4	0	0	王国	Action-Attack	0	0	0	0	1	0	【能力】+1コイン。このカードを購入または使用するとき、他のプレイヤーは全員自分のデッキの上から2枚のカードを公開し、公開された銀貨または金貨1枚をあなたが選んで廃棄し、残りをそのプレイヤーの捨て札に置く。財宝を1枚も公開しなかったプレイヤーは、銅貨1枚を獲得する。あなたは廃棄したカードを獲得する。※「坑道」の訳注にはないが、「冒険者」「公使」「義賊」「公爵夫人」のカードテキストにある「捨て札に置く」も「捨て札にする」と読み替える。これらのカードテキストの能力で「坑道」が捨て札にされたとき、リアクションの能力を使用できる。	【Ability】+1 CoinWhen you buy this or play it， each other player reveals the top 2 cards of his deck， trashes a revealed Silver or Gold you choose， and discards the rest. If he didn’t reveal a Treasure， he gains a Copper.You gain the trashed cards.	【説明】このカードを使用するとき、あなたは+1コインを得る。このカードを使用するときと、このカードを購入するとき、他のプレイヤーは全員自分のデッキの上から2枚のカードを公開し、その中の「銀貨」か「金貨」1枚をあなたが選んで廃棄し、残りを捨て札に置く。公開したカードに1枚も財宝カードが無かったプレイヤーは、サプライから「銅貨」1枚を獲得し、自分の捨て札に置く。最後に、あなたは、この方法で廃棄した「金貨」または「銀貨」すべてを獲得する。この能力で、「銀貨」と「金貨」以外の財宝カードは廃棄できない。この能力は、購入以外の方法で「義賊」を獲得しても発生しない。「義賊」はアタックカードであるため、このカードを使用したときに、プレイヤーは「堀」や「秘密の部屋」などで対応することができるが、「義賊」を購入したときは「アタックカードを使用した」に該当しないため、「堀」のようなカードで対応することはできない。（メモ）
151	厩舎	きゅうしゃ	Stables	異郷	5	5	0	0	王国	Action	0	0	0	0	0	0	【能力】あなたは財宝カード1枚を捨て札にしてもよい。そうした場合、+3カードを引く。+1アクション。	【Ability】You may discard a Treasure.If you do， +3 Cards and +1 Action.	【説明】あなたは自分の手札から財宝カード1枚を捨て札にしてもよい。これは強制ではない。捨て札をした場合、あなたは「+3カードを引く」と「+1アクション」を得る。カードを引くことは捨て札をした後であるため、カード3枚を引くときに捨て札をシャッフルする必要がある場合、捨て札にしたカードも一緒にシャッフルすることになる。（メモ）
152	岐路	きろ	Crossroads	異郷	2	2	0	0	王国	Action	0	0	0	0	0	0	【能力】あなたの手札を公開する。公開した勝利点カード1枚につき、+1カードを引く。これが、このターン最初に使用した岐路の場合、+3アクション。	【Ability】Reveal your hand.+1 Card per Victory card revealed.If this is the first time you played a Crossroads this turn， +3 Actions.	【説明】先に手札を公開し、公開した手札にある勝利点カードがあれば、勝利点カード1枚につき1枚ずつカードを引く。公開したカードはすべて、自分の手札に留まる。2つの種類を持つカードは、2つの種類のうち1つが勝利点であれば勝利点カードと見なす。次に、これがこのターン最初に使用する「岐路」であれば、あなたは+3アクションを得る。このターン2枚目以降の「岐路」でカードを引くことは可能であるが、追加のアクションは得ない。1枚のカードを複数回使用するカード（「玉座の間」など）で「岐路」を使用すると、複数回「岐路」を使用することになるが、+3アクションは最初の1回目しか得ることができない。（メモ）
153	愚者の黄金	ぐしゃのおうごん	Fool’s Gold	異郷	2	2	0	0	王国	Treasure-Reaction	0	0	0	0	0	0	【能力】このターン最初にプレイする愚者の黄金は1コイン、2枚目以降は4コインの価値がある。他のプレイヤーが属州1枚を獲得するとき、あなたはこのカード1枚を手札から廃棄してもよい。そうした場合、金貨1枚を獲得し、あなたのデッキの上に置く。	【Ability】If this is the first time you played a Fool’s Gold this turn， this is worth 1 Coin， otherwise it’s worth 4 Coins. When another player gains a Province， you may trash this from your hand. If you do， gain a Gold， putting it on your deck.	【説明】このカードは、財宝カードとリアクションカードの両方として扱う。このカードは他の財宝カードと同様に、購入フェイズに使用できる。このカードを使用するとき、このターン最初に使用する「愚者の黄金」であれば1コイン、このターン2枚目以降であれば4コインになる。したがって、同じターン中に「愚者の黄金」を3枚使用した場合、1枚目は1コイン、2枚目は4コイン、3枚目も4コインとなる。「愚者の黄金」はリアクションカードでもある。他のプレイヤーが「属州」1枚を獲得するとき、あなたは手札の「愚者の黄金」を廃棄することができる。そうした場合、あなたはサプライの「金貨」1枚を獲得し、その「金貨」を捨て札ではなく、デッキの一番上に置く。そのときにデッキのカードが1枚もない場合、その「金貨」が唯一のデッキのカードとなる。サプライに「金貨」が1枚も残っていない場合、「金貨」を獲得できないが、「愚者の黄金」を廃棄することはできる。このリアクションは、他のプレイヤーが「属州」を獲得するときのみ使用可能で、あなたが獲得しても使用できない。この能力は「属州」を購入するときでも、他の方法で獲得するときでも使用できる。（メモ）
154	交易人	こうえきにん	Trader	異郷	4	4	0	0	王国	Action-Reaction	0	0	0	0	0	0	【能力】自分の手札のカード1枚を廃棄する。そのカードのコスト数と同じ枚数の銀貨を獲得する。あなたがカード1枚を獲得したとき、あなたはこのカードを手札から公開してもよい。そうした場合、獲得するカードの代わりに銀貨1枚を獲得する。	【Ability】Trash a card from your hand. Gain a number of Silvers equal to its cost in coins. When you would gain a card， you may reveal this from your hand. If you do， instead， gain a silver.	【説明】このカードを使用するとき、あなたの手札1枚を廃棄し、廃棄した場合、廃棄したカードのコスト（コイン数）と同じ枚数の「銀貨」を獲得する。「銀貨」はサプライから獲得し、自分の捨て札に置く。サプライに残っている「銀貨」の枚数が足りない場合、可能な枚数の「銀貨」を獲得する。カード1枚を廃棄しても、獲得できるのは「銀貨」だけである。「銅貨」のようなコストが0コインのカードを廃棄した場合、獲得する「銀貨」は0枚である。手札の「銀貨」1枚を廃棄することもできる。その場合は通常3枚の「銀貨」を獲得する。「街道」のようにコストを変更するカードを使用した場合、「交易人」では変更後のコストの枚数の「銀貨」を獲得する。例えば、「街道」を使用し、その後に「交易人」を使用し、「屋敷」を廃棄した場合、「銀貨」は1枚しか獲得できない。コストに錬金術のポーションを含むカードを廃棄した場合、ポーションのコストは無視し、コインのカードコスト数のみを参照する。交易人は、リアクションカードでもある。あなたがカード1枚を獲得するとき（購入によるものでも、その他の方法によるものでも）、あなたはそのカードの代わりにサプライから「銀貨」1枚を獲得するために手札から「交易人」を公開してもよい。これを実行した場合、あなたは「銀貨」1枚を獲得し、獲得するカードは得られない。本来獲得するカードは実際には獲得しないため、そのカードを獲得するときに発生する効果は発生しない。例えば、あなたが「不正利得」を購入したが、その代わりに「銀貨」を獲得するために「交易人」を公開した場合は、だれも「呪い」を獲得しない。しかし、あなたがカード1枚を購入するときに何かが発生する場合、あなたが代わりに「銀貨」を獲得してもその効果は発生する。例えば、あなたは「農地」を購入し、手札1枚を廃棄してそのカードよりコストが2コイン多いカード1枚を獲得し、「農地」の代わりに「銀貨」を獲得するために「交易人」を公開することは可能である。あなたが獲得するはずだったカードが捨て札に置かれるのではなく、「銀貨」をあなたの捨て札に置く。あなたが獲得するはずだったカードがサプライのカードでなくとも、サプライの「銀貨」を獲得する。サプライに「銀貨」が1枚も残っていなくても、カード1枚を獲得するときに「交易人」を公開できる。その場合、獲得するはずだったカードの代わりに何も獲得しない。（メモ）
155	公爵夫人	こうしゃくふじん	Duchess	異郷	2	2	0	0	王国	Action	0	0	0	0	2	0	【能力】+2コイン。各プレイヤー（あなたも含む）は自分のデッキの一番上のカードを見て、そのカードを捨て札に置くかそのまま戻すかをする。このカードを使用しているゲームで公領を獲得したとき、公爵夫人1枚を獲得してもよい。※「坑道」の訳注にはないが、「冒険者」「公使」「義賊」「公爵夫人」のカードテキストにある「捨て札に置く」も「捨て札にする」と読み替える。これらのカードテキストの能力で「坑道」が捨て札にされたとき、リアクションの能力を使用できる。	【Ability】+2 CoinsEach player (including you) looks at the top card of his deck， and discards it or puts it back. In games using this， when you gain a Duchy， you may gain a Duchess.	【説明】このカードを使用するとき、あなたは+2コインを得て、あなたを含めてすべてのプレイヤーは自分のデッキの一番上のカードを見て、そのカードを捨て札に置くかそのまま戻すかを各自で選択する。デッキに1枚もカードが残っていないプレイヤーは、まず自分の捨て札をシャッフルして新たな山札を作る。それでもデッキのカードが1枚もないプレイヤーは、カードを見ることができない。サプライに「公爵夫人」があるゲームで「公領」を獲得したプレイヤーは、そのときにサプライから「公爵夫人」1枚を獲得してもよい。これは、そのプレイヤーが「公領」を購入したときでも、その他の方法で獲得したときでも獲得できる。「闇市場」のデッキに入っている「公爵夫人」は影響しない。（メモ）
156	香辛料商人	こうしんりょうしょうにん	Spice Merchant	異郷	4	4	0	0	王国	Action	0	0	0	0	0	0	【能力】あなたは自分の手札の財宝カード1枚を廃棄してもよい。そうした場合、次のうち1つを選ぶ：「+2カードを引く。+1アクション」；「+2コイン、+1カードを購入」。	【Ability】You may trash a Treasure from your hand. If you do， choose one:+2 Cards and +1 Action;or +2 Coins and +1 Buy.	【説明】あなたは自分の手札の財宝カード1枚を廃棄してもよい。これは強制ではない。財宝カード1枚を廃棄した場合、「+2カードを引く、+1アクション」か、「+2コイン、+1カードを購入」のどちらか1つを選択して得る。（メモ）
